ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000039.SZ,20260327,20251231,0.03,0.02,29.0423,29.0423,0.7654,0.832,6.1055,251763000.0,-30943000.0,19495024000.0,1.2372,0.9994,0.748,5.4827,1.6046,3.5712,0.9171,3637502000.0,3640635000.0,8120228000.0,10342366769.5355,7342737769.5355,61174428000.0,1672430000.0,37137797000.0,12873393000.0,39762063000.0,18106673000.0,7767600000.0,103948642000.0,37410481000.0,0.0409,8.591,3.53,6.9375,0.7059,0.6751,1.9179,1.3617,0.8539,12.448,87.552,8.8419,0.8539,1.7284,5.8152,1.2983,-0.4858,97.6774,1.8144,2.3246,0.4329,0.29,-0.0607,2.1318,0.7831,1.6122,0.4329,2.1318,59.9445,2.4965,3.3482,56.6173,43.3827,23.8388,35.7271,48.4773,76.3402,23.6598,0.2426,1.4965,0.504,1.3569,0.3977,1.0707,3.0887,0.1852,141.155,0.7831,0.1293,47598151000.0,1.7981,1.8673,99.3521,-2.6106,-2.8838,-0.6183,21.9651,-94.3396,-96.2264,104.05,-56.6356,-57.3017,-92.5708,-100.9,99.8565,-92.3898,-0.21,-4.5532,-2.3786,-11.8497,-11.8497,-18.7763,-197.2983,-2.3786
000039.SZ,20251031,20250930,0.2803,0.2793,21.708,21.708,0.7825,0.832,6.363,111031000.0,1454584000.0,14313357000.0,1.2782,1.0386,0.8112,3.765,1.1616,2.6605,0.6689,3381258000.0,4409972000.0,,4028118778.2045,5926449778.2045,61516018000.0,1614157000.0,43102400000.0,17947478000.0,41673858000.0,21935448000.0,11526338000.0,112121868000.0,38799185000.0,0.2903,9.0116,1.8224,7.195,0.9041,0.8178,0.747,1.099,2.0458,12.2273,87.7727,8.5781,2.0458,1.6815,5.8188,1.0779,-0.0407,97.1115,3.1951,3.7672,3.0034,3.13,2.7904,2.52,1.3685,2.5618,4.0045,3.36,60.617,2.5392,3.3572,57.5125,42.4875,23.7794,38.4425,46.9449,74.2299,25.7701,0.1246,1.5392,0.4955,1.2212,0.3923,0.9669,2.322,0.0925,144.5915,1.8247,0.8946,47554393000.0,3.1633,1.6346,98.2196,0.5484,0.409,0.3598,6.5235,-16.5028,-15.5428,510.1105,-11.3528,-13.5891,-14.3546,-14.01,510.1927,-17.2776,2.2488,0.286,1.9685,-9.2345,-9.2345,-17.8218,-42.1512,3.5335
000039.SZ,20250828,20250630,0.23,0.23,14.1104,14.1104,0.7857,0.832,6.3022,37959000.0,1240197000.0,9642933000.0,1.2835,1.0392,0.7966,2.5311,0.7538,1.724,0.4346,2651805000.0,3314563000.0,5274252000.0,5492372724.293,9539462724.293,61403277000.0,1635555000.0,44004842000.0,17943326000.0,41236139000.0,22334786000.0,11762307000.0,112402709000.0,38470849000.0,0.237,8.9354,1.33,7.1341,1.2856,0.6147,1.0185,1.769,2.3182,12.673,87.327,8.3424,2.3182,1.7067,5.8108,0.8248,-0.0458,96.5149,3.7017,4.3561,2.4623,2.58,2.3891,1.893,1.0074,1.8746,4.9246,3.786,61.0139,2.565,3.3731,57.6368,42.3632,23.5042,39.1493,46.4407,73.5999,26.4001,0.0908,1.565,0.4877,1.1862,0.3852,0.9371,2.2981,0.0668,148.4083,2.0148,0.73,47638017000.0,3.6773,1.6805,96.152,1.4345,1.4008,0.5951,4.0767,43.75,53.3333,592.59,33.1461,26.275,47.6304,51.18,594.4634,41.0585,1.14,0.3944,1.126,-3.8231,-3.8231,-14.1583,30.8385,4.659
000039.SZ,20250429,20250331,0.0971,0.0971,6.6808,6.6808,0.7964,0.832,6.341,20708000.0,523091000.0,4359182000.0,1.2889,1.042,0.7842,1.283,0.3575,0.8138,0.2057,1110164000.0,1498263000.0,,4809043060.8104,11604939060.8104,60044831000.0,1591413000.0,47158620000.0,19075253000.0,39210333000.0,22589371000.0,9719568000.0,113869137000.0,38680059000.0,0.1008,8.9368,1.0238,7.1729,1.317,0.2778,0.8918,2.152,1.9978,12.0999,87.9001,8.5514,1.9978,1.7358,5.8262,0.9894,-0.004,96.9185,3.3869,4.1588,1.0683,1.09,1.0276,0.8555,0.411,0.7792,4.2732,3.422,61.9895,2.6309,3.4404,57.4169,42.5831,22.3414,41.4148,44.0748,71.8604,28.1396,0.0706,1.6309,0.4613,1.0642,0.3604,0.8315,2.0556,0.0507,152.1153,1.644,0.3105,47916309000.0,3.4236,1.7358,96.9185,1.0683,1.0276,0.411,15.3252,670.6349,670.6349,381.341,199.8177,149.9171,550.2051,132.42,381.3904,543.0114,1.4001,0.431,-2.7737,11.0448,11.0448,11.0448,-47.7138,1.1187
000039.SZ,20250429,20250331,,,6.6808,6.6808,0.7964,0.832,6.341,,,4359182000.0,1.2889,1.042,0.7764,1.283,0.3575,0.8138,0.2057,1110164000.0,1498263000.0,,,,60044831000.0,1591413000.0,47158620000.0,19075253000.0,39210333000.0,22589371000.0,12641556000.0,113869137000.0,38680059000.0,0.1008,8.9368,1.0238,7.1729,1.317,0.2778,,,1.9978,12.0999,87.9001,8.5514,1.9978,1.7358,5.8262,0.9894,-0.004,96.9185,3.3869,4.1588,1.0683,,,0.8555,0.411,0.7792,4.2732,3.422,61.9895,2.6309,3.4404,57.4169,42.5831,22.3414,41.4148,44.0748,71.8604,28.1396,0.0706,1.6309,0.4613,1.0642,0.3604,0.8315,2.0556,0.0507,152.1153,1.644,0.3105,47916309000.0,3.4236,1.7358,96.9185,1.0683,,0.411,15.3252,670.6349,670.6349,381.341,199.8177,149.9171,550.2051,,381.3904,543.0114,1.4001,0.431,-2.7737,11.0448,11.0448,11.0448,-47.7138,1.1187
000039.SZ,20250328,20241231,0.53,0.53,32.9464,32.9464,0.8042,0.832,6.2368,-478361000.0,3450704000.0,22246760000.0,1.2462,1.0021,0.759,6.5072,1.878,4.2186,1.0559,7025749000.0,8151641000.0,12203595000.0,4732862820.8821,14083901820.8821,62624208000.0,1593002000.0,42515224000.0,20893912000.0,40684053000.0,19906617000.0,15147643000.0,110535026000.0,38118171000.0,0.5512,8.8134,1.73,7.0687,-0.2532,1.5117,0.8777,2.6117,2.3613,12.5218,87.4782,7.6869,2.3613,1.4791,5.4396,0.7682,-0.2344,96.0455,3.6884,4.5882,5.9759,6.0,6.9377,4.8447,2.4933,4.7803,5.9759,4.8447,61.0764,2.5691,3.3828,57.6607,42.3393,23.281,38.4631,46.6995,75.7565,24.2435,0.1146,1.5691,0.4836,1.2141,0.3812,0.9569,1.9472,0.0868,120.0494,2.4933,1.7665,47076640000.0,3.7122,1.5817,93.6809,2.2337,3.434,0.8262,15.7175,657.1429,960.0,246.0,131.3948,132.7044,605.6024,418.67,242.7019,554.1848,8.46,8.0296,7.8598,39.0069,39.0069,48.976,10.9299,7.8598
000039.SZ,20241030,20240930,0.3357,0.3307,23.9166,23.9166,0.8029,0.832,6.0301,136510000.0,1691510000.0,15269000000.0,1.2691,1.0268,0.7672,4.5777,1.3139,3.2222,0.7529,3948765000.0,5496113000.0,,-5707416773.0015,3625571226.9985,62973678000.0,1926969000.0,48746275000.0,24727107000.0,39653599000.0,22877330000.0,20887400000.0,115953793000.0,37003800000.0,0.339,8.6742,0.2987,6.8621,0.239,1.0192,-1.0584,0.6723,2.1138,11.8391,88.1609,8.351,2.1138,1.4404,5.1844,1.7262,-0.0432,96.9382,3.2715,4.2615,3.7043,3.77,3.4277,3.2083,1.5914,3.1448,4.9391,4.2777,62.8389,2.691,3.4714,59.6503,40.3497,21.9257,42.0394,43.8443,74.7956,25.2044,0.0189,1.691,0.4473,1.0429,0.3489,0.8135,1.6036,0.0142,127.6123,2.1219,1.0671,46010232000.0,3.3228,1.3488,96.1543,1.9108,1.73,0.7397,6.1325,304.4578,340.3462,213.6606,65.8963,67.6718,268.867,40.34,213.6333,246.85,2.1131,11.8019,6.2295,35.5815,35.5815,44.2994,23.134,6.3477
000039.SZ,20240829,20240630,0.16,0.15,14.6713,14.6713,0.8063,0.832,5.8561,45461000.0,820320000.0,8486227000.0,1.215,0.9553,0.7223,2.8725,0.8189,1.9555,0.4642,2031466000.0,3043000000.0,4946647000.0,-3159872999.0839,5855248000.9161,62232034000.0,1901990000.0,48789815000.0,27011998000.0,38772136000.0,18541992000.0,20779103000.0,114977935000.0,36065742000.0,0.1606,8.5013,-0.27,6.6881,0.258,0.5643,-0.586,1.0858,1.7632,10.7264,89.2736,7.7288,1.7632,1.4981,5.5697,0.661,-0.0328,97.4323,2.6739,3.8463,1.7717,1.77,1.6787,1.7854,0.8184,1.7306,3.5434,3.5708,63.0465,2.7061,3.4878,58.5047,41.4953,21.6469,42.4341,43.3795,76.3762,23.6238,-0.0168,1.7061,0.4417,1.0223,0.3433,0.7947,1.4354,-0.0128,135.6826,1.6368,0.508,46939639000.0,2.8008,1.2938,96.8947,1.572,1.1964,0.6699,1.1038,128.5714,114.2857,27.03,28.5973,34.1341,117.2294,-16.0,27.953,105.9259,4.28,10.7248,4.2188,30.609,30.609,37.5775,319.8011,5.4891
000039.SZ,20240430,20240331,0.0126,0.0126,6.0163,6.0163,0.8538,0.832,5.7242,-141431000.0,225066000.0,3302079000.0,1.2175,0.9603,0.7149,1.3888,0.3471,0.8047,0.1942,582141000.0,900985000.0,,-4027856740.5151,6373647259.4849,55908635000.0,1911106000.0,47866189000.0,24229296000.0,38802216000.0,17593833000.0,18939915000.0,114472173000.0,35354076000.0,0.0155,8.4616,-0.3639,6.5561,0.6105,0.1671,-0.7469,1.1819,0.6717,10.178,89.822,7.9691,0.6717,1.792,5.7045,0.4725,0.0213,98.2057,1.2544,2.7771,0.1716,0.14,0.4617,0.5394,0.1305,0.3602,0.6864,2.1576,61.3412,2.5867,3.4266,57.162,42.838,22.5212,41.8147,43.3576,76.5396,23.4604,-0.0243,1.5867,0.4696,1.0369,0.3671,0.8106,1.6015,-0.0186,149.6217,0.522,0.0501,46602542000.0,1.5212,1.792,98.2057,0.1716,0.4617,0.1305,-6.0478,-52.809,-52.809,-439.7759,-50.702,-40.3644,-47.7859,656.19,-439.7216,-48.6445,-0.3897,6.5087,3.7079,21.7384,21.7384,21.7384,41.0053,1.6719
000039.SZ,20240328,20231231,0.07,0.05,23.7013,23.7013,0.8435,0.832,5.7119,-244053000.0,665302000.0,17597628000.0,1.1197,0.8766,0.6319,5.6508,1.5452,3.2149,0.8308,3183295000.0,4450112000.0,8035244000.0,-3453933251.2683,8756193748.7317,53514600000.0,1843173000.0,41775110000.0,20450659000.0,36930778000.0,9454813000.0,13600925000.0,106405460000.0,35288036000.0,0.0781,8.4947,0.5,6.5439,0.8231,0.8252,-0.6405,1.6238,1.4579,13.7686,86.2314,10.3295,1.4579,2.1602,6.9904,1.1789,-0.4118,97.5093,2.2157,3.4818,0.8733,1.0,1.3793,2.8928,1.2113,2.9276,0.8733,2.8928,60.0463,2.5029,3.1892,54.6725,45.3275,22.8301,39.2603,44.9768,81.3166,18.6834,0.0342,1.5029,0.4927,1.1456,0.3802,0.884,1.8058,0.0278,143.1762,1.2113,0.2738,46208715000.0,2.2175,2.5308,101.3451,-0.1554,-1.129,0.2588,12.6064,-88.1356,-91.2281,-81.55,-62.2674,-59.1491,-86.9146,-84.47,-81.5072,-86.708,-1.55,10.8727,-1.5544,-9.6986,-9.6986,0.8698,-67.8679,-1.5544
000039.SZ,20231031,20230930,0.083,0.0751,17.64,17.64,0.8076,0.7974,5.7632,-709746000.0,1205323000.0,13022931000.0,1.2374,0.945,0.6971,4.2178,1.1796,2.398,0.6289,3622961000.0,3742643000.0,,-6411567880.026,2491928119.974,53300889000.0,1493817000.0,37041147000.0,18620965000.0,37308506000.0,16173463000.0,12580260000.0,101796324000.0,35378416000.0,0.0919,8.4878,-0.2628,6.5606,0.2511,0.694,-1.189,0.4621,1.5258,13.6905,86.3095,9.3056,1.5258,2.0329,6.424,0.8487,-0.1044,96.1913,2.6737,3.9345,1.028,0.97,2.5002,2.4745,0.9596,2.1769,1.3707,3.2993,58.6469,2.4182,3.1373,53.8354,46.1646,23.8254,36.3875,46.961,74.1844,25.8156,-0.0208,1.4182,0.5205,1.2906,0.4063,1.0072,2.0036,-0.0154,142.6124,1.2795,0.3277,46154465000.0,2.6868,2.0044,96.6186,0.2041,0.4811,0.2968,1.7106,-85.459,-86.6844,-117.243,-62.4703,-58.9767,-84.1039,-73.23,-117.2441,-84.1844,-1.7036,7.3277,-1.6638,-12.8366,-12.8366,-6.6385,9.6102,0.5091
000039.SZ,20230830,20230630,0.07,0.07,11.233,11.233,0.6999,0.7974,5.7475,-578043000.0,976599000.0,8274910000.0,1.1847,0.9037,0.6819,2.6818,0.765,1.5209,0.4039,2454680000.0,2403136000.0,4471480000.0,-931585546.6918,7247204453.3082,54250380000.0,1543080000.0,35840718000.0,18030348000.0,36621932000.0,12683179000.0,9308519000.0,98258721000.0,35293598000.0,0.0739,8.3938,-0.37,6.5449,0.2096,0.4456,-0.1728,1.3439,1.635,13.6608,86.3392,8.9618,1.635,2.0492,6.6964,0.2162,-0.1658,95.9476,2.7158,3.9673,0.8312,0.79,2.0368,1.6023,0.6604,1.5029,1.6624,3.2046,59.4826,2.4681,3.1279,52.8193,47.1807,23.7724,36.4759,48.1194,74.9568,25.0432,-0.0292,1.4681,0.516,1.3192,0.3997,1.0218,2.0311,-0.0219,147.5804,1.3208,0.2657,46156036000.0,2.7272,2.0228,94.5001,0.4961,1.9706,0.3393,-7.6224,-85.1064,-84.7826,-155.22,-63.0621,-63.274,-84.2996,-63.8,-155.2425,-84.2844,-2.7922,5.5875,-2.7399,-16.0168,-16.0168,-7.2291,-0.7335,-0.0968
000039.SZ,20230428,20230331,0.0267,0.0267,4.942,4.942,0.7852,0.7974,5.8862,130414000.0,29763000.0,3646321000.0,1.2599,0.9527,0.7308,1.2349,0.3424,0.6846,0.1811,588893000.0,1189812000.0,,-594388894.2723,2886314105.7277,52309891000.0,1465596000.0,31084643000.0,13161760000.0,39789566000.0,16237153000.0,8468018000.0,94555716000.0,36041923000.0,0.0297,8.6814,0.1071,6.6837,0.1979,0.2206,-0.1102,0.5352,1.7915,13.6823,86.3177,11.0397,1.7915,2.0827,7.0462,1.9108,-0.0253,97.7903,3.0977,4.4646,0.3288,0.31,0.0611,0.8088,0.3245,0.7301,1.3152,3.2352,57.2099,2.337,3.0199,53.0575,46.9425,26.8248,32.8744,51.6269,73.6078,26.3922,0.0092,1.337,0.5753,1.5704,0.4689,1.28,3.0231,0.0068,162.8444,1.298,0.1089,44964412000.0,3.1053,2.0827,97.7903,0.3288,0.0611,0.3245,2.1672,-91.5265,-91.5265,-93.6515,-69.8325,-69.8664,-90.6124,-98.09,-90.4771,-90.5889,0.5385,1.6664,0.417,-25.0537,-25.0537,-25.0537,13.3246,-0.2502
000039.SZ,20230428,20230331,0.0267,0.0267,4.942,4.942,0.7852,0.7974,5.8862,130414000.0,29763000.0,3646321000.0,1.2599,0.9527,0.7308,1.2349,0.3424,0.6846,0.1811,588893000.0,1189812000.0,,-1795095894.2723,1685607105.7277,52309891000.0,1465596000.0,31084643000.0,13161760000.0,39789566000.0,16237153000.0,8468018000.0,94555716000.0,36041923000.0,0.0297,8.6814,0.1071,6.6837,0.1979,0.2206,-0.3329,0.3126,1.7915,13.6823,86.3177,11.0397,1.7915,2.0827,7.0462,1.9108,-0.0253,97.7903,3.0977,4.4646,0.3288,0.31,0.0611,0.8088,0.3245,0.7301,1.3152,3.2352,57.2099,2.337,3.0199,53.0575,46.9425,26.8248,32.8744,51.6269,73.6078,26.3922,0.0092,1.337,0.5753,1.5704,0.4689,1.28,3.0231,0.0068,162.8444,1.298,0.1089,44964412000.0,3.1053,2.0827,97.7903,0.3288,0.0611,0.3245,2.1672,-91.5265,-91.5265,-93.6515,-69.8325,-69.8664,-90.6124,-98.09,-90.4771,-90.5889,0.5385,1.6664,0.417,-25.0537,-25.0537,-25.0537,13.3246,-0.2502
