ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000006.SZ,20260403,20251231,-0.0313,-0.0313,1.9393,1.9393,0.3588,1.6135,0.9992,11159174.09,-53416674.59,499944358.6,1.8134,0.4814,0.3852,63.93,0.1753,42.8445,0.1558,-3174239.56,151476941.55,224404208.0,-978878907.738,-1423324099.848,5549597683.75,25659924.4,4666279269.33,2129317926.11,4939986950.97,6546123801.03,6431818552.81,10801830670.61,3527201529.21,-0.0313,3.9715,0.14,2.6128,-0.2343,0.1122,-0.7251,-1.0543,-1.3439,19.0963,80.9037,16.5002,-1.3439,3.6002,7.5133,5.3866,-5.2929,100.1212,0.1962,5.7859,-0.7851,-0.79,-0.9924,0.9015,-0.2094,-4.523,-0.7851,0.9015,62.5358,2.6692,3.1215,89.1132,10.8868,30.164,43.199,49.6353,78.5822,21.4178,0.0235,1.6692,0.5235,1.149,0.4823,1.0587,2.32,0.0185,1833.0424,-0.2094,-0.2515,1210956192.87,0.4164,6.3255,105.4903,-0.6555,-0.764,-0.2601,-75.4824,97.3059,97.3059,-83.0488,100.3011,100.631,97.3056,96.6,-83.0434,97.2844,-0.782,-4.9326,-0.782,-56.8337,-56.8337,-66.5774,-121.4908,-0.782
000006.SZ,20251030,20250930,-0.0052,-0.0052,1.6329,1.6329,0.3588,1.6135,1.0253,5322047.26,-12319131.6,408602474.69,1.7797,0.5018,0.3966,47.7525,0.1436,36.3079,0.1278,19530550.93,128446064.46,,-214841705.0354,-612838846.7754,6365057819.25,25834499.89,4699108500.55,1877065882.69,4984149598.42,6756299792.65,6151657024.6,10878419096.67,3562461945.37,-0.0052,3.9976,0.3713,2.6389,-0.0602,0.0951,-0.1591,-0.454,0.389,18.5352,81.4648,13.0735,0.389,3.089,5.3154,4.6691,-5.8292,99.114,1.0561,5.8266,-0.1296,-0.13,-0.2281,0.7447,0.0497,0.3923,-0.1728,0.9929,64.218,2.7947,3.1939,89.2991,10.7009,28.8613,43.1966,49.61,78.1338,21.8662,0.0578,1.7947,0.4866,1.1485,0.4494,1.0607,2.6553,0.0452,1647.99,0.0663,-0.0406,1279841944.02,1.174,4.7631,73.9822,1.1926,1.1801,0.4859,-70.2534,98.6591,98.6591,364.125,103.7311,104.1535,98.6635,97.65,363.9743,98.403,-0.1299,0.2466,-0.1295,-54.3363,-54.3363,-79.7761,335.9,-16.3109
000006.SZ,20250829,20250630,-0.0526,-0.0526,1.3946,1.3946,0.3588,1.6135,0.9779,4651072.13,-75627683.12,307306612.83,2.0961,0.7485,0.6216,42.0276,0.1276,30.8495,0.113,-64185426.11,9674416.45,45038116.92,639447477.24,412657169.2,5575880747.2,25659924.4,4877629251.29,1602832788.7,4917476922.43,7444098713.92,5259489116.78,10495868174.38,3498482418.72,-0.0526,3.9502,0.5387,2.5915,0.2573,0.0072,0.4737,0.3057,-3.8507,16.3226,83.6774,10.5326,-3.8507,2.8029,4.0661,3.6636,-9.8412,103.4092,-3.248,0.5139,-1.3221,-1.32,-1.4088,0.0581,-0.4351,0.1118,-2.6442,0.1162,65.0985,2.8652,3.1038,88.4351,11.5649,30.5483,46.4719,50.8086,64.8111,35.1889,0.1071,1.8652,0.5089,1.0933,0.4693,1.0082,3.068,0.0694,1142.8028,-0.8702,-0.426,1288042308.6,-3.1271,3.8951,114.172,-0.841,-0.8897,-0.3067,274.174,79.4772,79.4772,2237.6984,85.4982,86.0205,79.4861,78.19,2240.6879,74.5109,-1.3141,-6.5561,-1.3135,-41.831,-41.831,-91.1309,-41.1423,-19.5189
000006.SZ,20250829,20250630,,,1.3946,1.3946,0.3588,1.6135,0.9779,,,307306612.83,2.0961,0.7485,0.6216,42.0276,0.1276,30.8495,0.113,-64185426.11,9674416.45,45038116.92,,,5575880747.2,25659924.4,4877629251.29,1602832788.7,4917476922.43,7444098713.92,5385087403.87,10495868174.38,3498482418.72,-0.0526,3.9502,0.5387,2.5915,0.2573,0.0072,,,-3.8507,16.3226,83.6774,10.5326,-3.8507,2.8029,4.0661,3.6636,-9.8412,103.4092,-3.248,0.5139,-1.3221,,,0.0581,-0.4351,0.1118,-2.6442,0.1162,65.0985,2.8652,3.1038,88.4351,11.5649,30.5483,46.4719,50.8086,64.8111,35.1889,0.1071,1.8652,0.5089,1.0933,0.4693,1.0082,3.068,0.0694,1142.8028,-0.8702,-0.426,1288042308.6,-3.1271,3.8951,114.172,-0.841,,-0.3067,274.174,79.4772,79.4772,2237.6984,85.4982,86.0205,79.4861,,2240.6879,74.5109,-1.3141,-6.5561,-1.3135,-41.831,-41.831,-91.1309,-41.1423,-19.5189
000006.SZ,20250426,20250331,-0.0192,-0.0192,1.1986,1.1986,0.3588,1.6135,1.0113,2045730.93,-27981754.24,267311738.59,2.2942,0.7259,0.5871,35.3956,0.1123,26.5199,0.0991,-26680027.0,11974984.77,,56801664.72,-87886156.32,4748166342.53,25702407.81,4993514263.01,2353105850.93,4925656622.02,7628715670.19,6003322138.31,10660107191.33,3543523006.4,-0.0192,3.9836,0.0012,2.6248,-0.1653,0.0089,0.0421,-0.0651,-1.4921,16.5205,83.4795,6.9949,-1.4921,2.6243,2.1838,2.1869,-11.6847,101.6489,-1.5672,0.7401,-0.4811,-0.48,-0.5191,0.0733,-0.1478,0.1154,-1.9244,0.2932,63.2849,2.7237,3.0293,87.6188,12.3812,31.9144,46.843,50.4483,60.3473,39.6527,0.0003,1.7237,0.5506,1.077,0.5043,0.9864,2.0933,0.0002,669.7036,-0.5912,-0.1588,1295175111.01,-1.4415,2.6243,101.6489,-0.4811,-0.5191,-0.1478,0.1036,2.5381,2.5381,100.5085,6.3609,12.8806,2.4876,-4.05,100.5264,-25.9384,-0.4797,-10.4073,-0.48,540.2783,540.2783,540.2783,97.6563,-22.5714
000006.SZ,20250426,20241231,-1.1618,-1.1618,4.4926,4.4926,0.3588,1.6135,1.0305,1346936.42,-1569712314.74,485765796.5,2.0104,0.5923,0.4853,138.1133,0.3272,117.9758,0.2811,-1768471797.23,-1586554123.26,-1515912883.83,185291280.25,-1456290232.3,6385140373.93,26059551.81,5124888943.16,2185130574.37,4926654226.0,7680605119.04,5871524406.28,10815624693.72,3569459029.71,-1.1618,4.0028,0.8259,2.6441,-0.6627,-1.1752,0.1373,-1.0787,-28.8782,8.0094,91.9906,8.567,-28.8782,3.1002,3.1344,2.3324,-25.8667,129.1589,-28.1285,-26.1594,-25.3454,-25.35,-25.3672,-7.3544,-8.1187,-12.1682,-25.3454,-7.3544,66.9658,3.0272,3.4863,88.711,11.289,28.5987,47.3841,49.9627,65.893,34.107,0.1467,2.0272,0.4684,1.0544,0.4271,0.9613,2.2546,0.0967,899.9147,-8.1187,-7.27,1300983121.36,-28.487,5.5579,186.6826,-17.6307,-17.6359,-5.8718,81.3807,-95.3919,-95.3919,1432.282,-221.0494,-224.4008,-95.3977,-94.94,1432.3221,-152.109,-22.4954,-33.5364,-22.4947,115.7881,115.7881,-37.5506,-434.7741,-22.4947
000006.SZ,20241031,20240930,-0.3878,-0.3878,3.576,3.576,0.3588,1.6135,1.8045,1035346.4,-524572919.18,369721209.4,1.9298,0.4331,0.336,107.6644,0.251,93.2237,0.2063,-695931140.96,-439988542.82,,655919820.56,-400429164.47,6937339042.25,3175256.86,7138916587.73,4480904448.33,5959367279.08,8039604349.34,7091125536.67,13948702428.49,4614286835.25,-0.3878,4.7768,0.08,3.418,-0.9414,-0.3259,0.4859,-0.2966,-13.0995,7.6584,92.3416,8.8841,-13.0995,2.4702,2.6163,3.7976,-11.9635,114.4156,-12.9256,-9.114,-7.8019,-7.8,-7.8173,-1.88,-2.7021,-3.0205,-10.4025,-2.5067,67.4005,3.0675,3.4878,79.8808,20.1192,28.5284,51.1798,46.2308,61.4149,38.5851,0.0125,2.0675,0.458,0.9033,0.4233,0.8348,1.3299,0.0077,910.376,-3.6028,-2.2369,1163976205.32,-12.9068,3.0208,116.5164,-2.7158,-2.7199,-1.0001,8.9251,-42988.8889,-42988.8889,447.8261,-19312.6539,-28718.3284,-42612.7965,-13054.26,447.2406,-51389.8298,-7.5088,-19.4063,-7.509,482.1414,482.1414,528.5106,48.7255,-17.0461
000006.SZ,20240830,20240630,-0.2563,-0.2563,2.3975,2.3975,0.3588,1.6135,1.936,768514.1,-346760834.83,260824692.88,1.8876,0.4091,0.3249,70.9836,0.1609,62.0846,0.1335,-433153566.65,-313022048.18,-278914004.63,-193204147.2,-791712034.24,7974163621.25,3149753.38,7582947899.89,4631905546.94,6131027340.33,8668536188.19,7509054657.3,14610128375.18,4791832087.3,-0.2563,4.9083,-0.0252,3.5495,-0.6505,-0.2319,-0.1431,-0.5865,-12.8221,8.0586,91.9414,8.0495,-12.8221,2.1996,2.5043,3.3457,-12.0351,113.3829,-13.0282,-9.6713,-5.0888,-5.09,-5.1001,-1.2906,-1.7111,-2.071,-10.1776,-2.5812,68.889,3.2143,3.5671,81.6129,18.3871,27.1435,51.902,45.3531,62.7607,37.2393,-0.0035,2.2143,0.4258,0.8738,0.394,0.8085,1.3237,-0.0022,954.4131,-3.4222,-1.4266,1163206814.94,-13.0121,2.1254,113.4134,-4.7068,-4.7138,-1.5974,9.5376,-4168.254,-4168.254,92.3959,-7410.3338,-6729.6535,-4176.1797,-5459.38,92.4073,-4888.1044,-4.9626,-12.8543,-4.9625,461.7683,461.7683,860.9759,-1357.0767,-14.8686
000006.SZ,20240427,20240331,-0.0197,-0.0197,0.1872,0.1872,0.3588,1.6135,2.1726,294792.65,-26892454.07,73752253.46,1.7529,0.3637,0.2937,5.8544,0.0116,4.8185,0.0098,-32910933.41,17024733.67,,-432190690.31,-369441245.03,10105340223.14,2934748.06,8243651430.27,4769103829.56,6449747694.88,9283979067.1,8034768086.73,15657025729.39,5111226746.61,-0.0197,5.1449,-0.236,3.7861,-0.2808,0.0126,-0.3201,-0.2737,-11.3997,29.1843,70.8157,34.5515,-11.3997,3.0759,14.1068,17.3688,,113.0231,-10.7162,6.7368,-0.3822,-0.38,-0.3865,0.0659,-0.1115,0.1171,-1.5288,0.2636,71.2273,3.4755,3.7136,83.8906,16.1094,25.0327,52.6515,44.3606,67.1901,32.8099,-0.0258,2.4755,0.3785,0.8425,0.3514,0.7824,1.3524,-0.0174,8586.8017,-0.446,-0.1029,1160460892.41,-10.5946,3.0759,113.0231,-0.3822,-0.3865,-0.1115,-126.059,-118.8889,-118.8889,50.6895,-39.1898,-37.4324,-120.0722,-100.68,50.6989,-149.9901,-0.3814,-0.5936,-0.3815,-4.8667,-4.8667,-4.8667,94.8726,-11.9677
000006.SZ,20240427,20231231,-0.5946,-0.5946,2.0819,2.0819,0.3588,1.6135,2.1923,2590990.79,-805243774.58,1099229898.51,1.735,0.3785,0.3147,78.0809,0.1276,58.8083,0.1074,-563550654.72,-345435017.19,-270056435.52,487525058.94,-145571510.8,10296525970.05,3100326.56,8177810551.91,4321262578.16,6474330849.8,9229771577.82,7634398105.27,15619543254.52,5137824408.03,-0.5946,5.1646,0.0539,3.8058,-0.6746,-0.2559,0.3611,-0.1078,-32.0827,39.1101,60.8899,16.108,-32.0827,3.2866,6.0599,6.7616,-29.9746,120.0509,-18.9061,-12.2904,-10.7927,-10.79,-10.8275,-1.3205,-3.4471,-3.5676,-10.7927,-1.3205,71.2887,3.4829,3.5174,84.0593,15.9407,24.9789,52.3563,44.6373,67.9624,32.0376,0.0058,2.4829,0.3773,0.8526,0.3504,0.7917,1.4982,0.0039,3568.967,-3.4471,-3.0683,1145113771.29,-18.9492,2.9353,126.246,-10.8699,-10.8675,-3.313,5.2426,-291.3127,-291.3127,-96.8575,-172.5878,-172.6918,-291.2813,-292.7,-96.8575,-316.7879,-11.7645,-1.8178,-11.7657,-24.0339,-24.0339,-10.385,-5779.8529,-11.7657
